student_id,mentor_id,skill_overlap,career_goal_match,industry_match,interest_match,experience_fit,availability_match,compatibility_score,good_match
S002,M003,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S002,M004,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S002,M005,0.3333333333333333,0,1,0.5,0.6,0,0.36,0
S002,M006,0.3333333333333333,0,0,0.5,1.0,1,0.35,0
S002,M007,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S002,M008,0.0,0,1,0.0,1.0,1,0.35,0
S002,M009,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S002,M010,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S002,M011,0.3333333333333333,0,1,0.5,0.8,0,0.38,0
S002,M012,0.3333333333333333,0,0,0.5,1.0,1,0.35,0
S002,M013,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S002,M014,0.0,0,1,0.0,1.0,0,0.25,0
S002,M015,0.3333333333333333,1,0,0.5,0.8,1,0.58,0
S002,M016,0.3333333333333333,0,1,0.5,1.0,0,0.4,0
S002,M017,0.0,0,1,0.0,1.0,1,0.35,0
S002,M018,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S002,M019,0.0,0,1,0.0,1.0,0,0.25,0
S002,M020,0.6666666666666666,0,0,0.5,1.0,1,0.44999999999999996,0
S002,M021,0.3333333333333333,1,1,0.5,0.8,0,0.6300000000000001,1
S002,M022,0.0,0,1,0.0,1.0,1,0.35,0
S002,M023,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S002,M024,0.3333333333333333,0,0,0.0,1.0,1,0.30000000000000004,0
S002,M025,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S002,M026,0.3333333333333333,1,0,0.5,0.8,1,0.58,0
S002,M027,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S002,M028,0.3333333333333333,0,1,0.5,1.0,1,0.5,0
S002,M029,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S002,M030,0.6666666666666666,1,0,1.0,0.6,1,0.7099999999999999,1
S003,M001,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S003,M002,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S003,M003,1.0,0,1,1.0,0.8,1,0.7299999999999999,1
S003,M004,0.0,0,1,0.0,1.0,0,0.25,0
S003,M005,0.3333333333333333,0,1,0.0,0.6,1,0.41000000000000003,0
S003,M006,0.0,0,0,0.0,1.0,0,0.1,0
S003,M007,0.3333333333333333,1,1,0.5,1.0,1,0.75,1
S003,M008,0.0,0,1,0.0,1.0,0,0.25,0
S003,M009,0.3333333333333333,0,1,0.5,0.8,1,0.48,0
S003,M010,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S003,M011,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S003,M012,0.0,0,0,0.0,1.0,0,0.1,0
S003,M013,1.0,1,1,1.0,1.0,1,1.0,1
S003,M014,0.0,0,1,0.0,1.0,1,0.35,0
S003,M015,0.3333333333333333,0,0,0.0,0.8,0,0.18,0
S003,M016,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S003,M017,0.0,0,1,0.5,1.0,0,0.30000000000000004,0
S003,M018,0.0,0,1,0.0,0.8,1,0.33,0
S003,M019,0.0,1,1,0.0,1.0,1,0.6,1
S003,M020,0.3333333333333333,0,0,0.0,1.0,0,0.2,0
S003,M021,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S003,M022,0.0,0,1,0.0,1.0,0,0.25,0
S003,M023,0.3333333333333333,0,1,0.5,0.8,1,0.48,0
S003,M024,0.0,0,0,0.0,1.0,0,0.1,0
S003,M025,0.3333333333333333,0,1,0.5,0.8,1,0.48,0
S003,M026,0.3333333333333333,0,0,0.0,0.8,0,0.18,0
S003,M027,0.3333333333333333,0,1,0.5,0.8,1,0.48,0
S003,M028,0.0,0,1,0.0,1.0,0,0.25,0
S003,M029,0.3333333333333333,0,1,0.5,0.8,1,0.48,0
S003,M030,0.3333333333333333,0,0,0.0,0.6,0,0.15999999999999998,0
S004,M001,0.0,0,1,0.0,0.8,0,0.23,0
S004,M002,0.3333333333333333,0,1,0.0,0.6,1,0.41000000000000003,0
S004,M003,0.0,0,1,0.0,0.6,0,0.21,0
S004,M004,1.0,1,1,1.0,0.8,1,0.9800000000000001,1
S004,M005,0.0,0,1,0.5,1.0,0,0.30000000000000004,0
S004,M006,0.6666666666666666,0,0,0.5,0.8,1,0.43000000000000005,0
S004,M007,0.0,0,1,0.0,0.8,0,0.23,0
S004,M008,0.0,0,1,0.5,0.8,1,0.38,0
S004,M009,0.0,0,1,0.0,0.6,0,0.21,0
S004,M010,0.0,0,1,0.0,0.8,1,0.33,0
S004,M011,0.0,0,1,0.0,0.6,0,0.21,0
S004,M012,0.6666666666666666,0,0,0.0,0.8,1,0.38,0
S004,M013,0.0,0,1,0.0,0.8,0,0.23,0
S004,M014,0.0,0,1,0.5,0.8,0,0.28,0
S004,M015,0.0,0,0,0.0,0.6,1,0.16,0
S004,M016,0.0,0,1,0.5,0.8,0,0.28,0
S004,M017,0.0,0,1,0.0,0.8,1,0.33,0
S004,M018,0.6666666666666666,1,1,1.0,0.6,0,0.76,1
S004,M019,0.0,0,1,0.5,0.8,0,0.28,0
S004,M020,0.3333333333333333,0,0,0.0,0.8,1,0.28,0
S004,M021,0.0,0,1,0.0,0.6,0,0.21,0
S004,M022,0.0,0,1,0.0,0.8,1,0.33,0
S004,M023,0.0,0,1,0.0,0.6,0,0.21,0
S004,M024,0.6666666666666666,0,0,0.5,0.8,1,0.43000000000000005,0
S004,M025,0.0,0,1,0.0,0.6,0,0.21,0
S004,M026,0.0,0,0,0.0,0.6,1,0.16,0
S004,M027,0.0,0,1,0.0,0.6,0,0.21,0
S004,M028,0.6666666666666666,1,1,0.5,0.8,1,0.83,1
S004,M029,0.3333333333333333,0,1,0.0,0.6,0,0.31,0
S004,M030,0.0,0,0,0.0,1.0,1,0.2,0
S005,M001,0.6666666666666666,1,1,1.0,1.0,1,0.8999999999999999,1
S005,M002,0.6666666666666666,0,1,0.5,0.8,0,0.48,0
S005,M003,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S005,M004,0.0,0,1,0.0,1.0,0,0.25,0
S005,M005,0.6666666666666666,1,1,0.5,0.6,1,0.8099999999999999,1
S005,M006,0.0,0,0,0.0,1.0,0,0.1,0
S005,M007,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S005,M008,0.0,0,1,0.0,1.0,0,0.25,0
S005,M009,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S005,M010,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S005,M011,0.3333333333333333,0,1,1.0,0.8,1,0.53,0
S005,M012,0.0,0,0,0.0,1.0,0,0.1,0
S005,M013,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S005,M014,0.0,0,1,0.0,1.0,1,0.35,0
S005,M015,0.6666666666666666,1,0,0.5,0.8,0,0.58,0
S005,M016,0.6666666666666666,1,1,0.5,1.0,1,0.85,1
S005,M017,0.0,0,1,0.0,1.0,0,0.25,0
S005,M018,0.0,0,1,0.0,0.8,1,0.33,0
S005,M019,0.0,0,1,0.0,1.0,1,0.35,0
S005,M020,0.3333333333333333,0,0,0.0,1.0,0,0.2,0
S005,M021,0.6666666666666666,1,1,1.0,0.8,1,0.88,1
S005,M022,0.0,0,1,0.0,1.0,0,0.25,0
S005,M023,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S005,M024,0.0,0,0,0.0,1.0,0,0.1,0
S005,M025,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S005,M026,0.6666666666666666,0,0,1.0,0.8,0,0.38,0
S005,M027,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S005,M028,0.0,0,1,0.5,1.0,0,0.30000000000000004,0
S005,M029,0.0,0,1,0.0,0.8,1,0.33,0
S005,M030,0.6666666666666666,1,0,0.5,0.6,0,0.5599999999999999,0
S006,M001,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S006,M002,0.3333333333333333,0,0,0.5,0.6,1,0.31,0
S006,M003,0.0,0,0,0.0,0.6,0,0.06,0
S006,M004,0.6666666666666666,0,0,0.0,0.8,1,0.38,0
S006,M005,0.0,0,0,0.0,1.0,0,0.1,0
S006,M006,1.0,1,1,0.5,0.8,1,0.93,1
S006,M007,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S006,M008,0.0,0,0,0.0,0.8,1,0.18000000000000002,0
S006,M009,0.0,0,0,0.0,0.6,0,0.06,0
S006,M010,0.0,0,0,0.0,0.8,1,0.18000000000000002,0
S006,M011,0.0,0,0,0.0,0.6,0,0.06,0
S006,M012,1.0,1,1,1.0,0.8,1,0.9800000000000001,1
S006,M013,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S006,M014,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S006,M015,0.0,1,0,0.5,0.6,1,0.45999999999999996,0
S006,M016,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S006,M017,0.0,0,0,0.0,0.8,1,0.18000000000000002,0
S006,M018,0.3333333333333333,0,0,0.0,0.6,0,0.15999999999999998,0
S006,M019,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S006,M020,0.3333333333333333,1,1,1.0,0.8,1,0.7799999999999999,1
S006,M021,0.0,0,0,0.0,0.6,0,0.06,0
S006,M022,0.0,0,0,0.0,0.8,1,0.18000000000000002,0
S006,M023,0.0,0,0,0.0,0.6,0,0.06,0
S006,M024,1.0,1,1,0.5,0.8,1,0.93,1
S006,M025,0.0,0,0,0.0,0.6,0,0.06,0
S006,M026,0.0,0,0,0.0,0.6,1,0.16,0
S006,M027,0.0,0,0,0.0,0.6,0,0.06,0
S006,M028,0.3333333333333333,0,0,0.0,0.8,1,0.28,0
S006,M029,0.3333333333333333,0,0,0.0,0.6,0,0.15999999999999998,0
S006,M030,0.0,1,0,0.5,1.0,1,0.5,0
S007,M001,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S007,M002,0.6666666666666666,0,1,0.0,0.8,0,0.43,0
S007,M003,0.3333333333333333,0,1,0.5,0.8,1,0.48,0
S007,M004,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S007,M005,0.3333333333333333,0,1,0.0,0.6,1,0.41000000000000003,0
S007,M006,0.3333333333333333,0,0,0.0,1.0,0,0.2,0
S007,M007,0.6666666666666666,1,1,1.0,1.0,1,0.8999999999999999,1
S007,M008,0.0,0,1,0.0,1.0,0,0.25,0
S007,M009,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S007,M010,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S007,M011,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S007,M012,0.3333333333333333,0,0,0.0,1.0,0,0.2,0
S007,M013,0.3333333333333333,1,1,0.5,1.0,1,0.75,1
S007,M014,0.0,0,1,0.0,1.0,1,0.35,0
S007,M015,0.3333333333333333,0,0,0.0,0.8,0,0.18,0
S007,M016,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S007,M017,0.0,0,1,0.0,1.0,0,0.25,0
S007,M018,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S007,M019,0.0,0,1,0.0,1.0,1,0.35,0
S007,M020,0.6666666666666666,0,0,0.0,1.0,0,0.3,0
S007,M021,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S007,M022,0.0,0,1,0.0,1.0,0,0.25,0
S007,M023,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S007,M024,0.3333333333333333,0,0,0.0,1.0,0,0.2,0
S007,M025,0.6666666666666666,0,1,1.0,0.8,1,0.63,1
S007,M026,0.3333333333333333,0,0,0.0,0.8,0,0.18,0
S007,M027,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S007,M028,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S007,M029,0.3333333333333333,0,1,0.5,0.8,1,0.48,0
S007,M030,0.3333333333333333,0,0,0.0,0.6,0,0.15999999999999998,0
S008,M001,0.0,0,1,0.0,1.0,0,0.25,0
S008,M002,0.0,0,1,0.0,0.8,1,0.33,0
S008,M003,0.0,0,1,0.0,0.8,0,0.23,0
S008,M004,0.0,0,1,0.5,1.0,1,0.4,0
S008,M005,0.0,0,1,0.0,0.6,0,0.21,0
S008,M006,0.0,0,0,0.5,1.0,1,0.25,0
S008,M007,0.0,0,1,0.0,1.0,0,0.25,0
S008,M008,1.0,1,1,1.0,1.0,1,1.0,1
S008,M009,0.0,0,1,0.0,0.8,0,0.23,0
S008,M010,0.0,0,1,0.0,1.0,1,0.35,0
S008,M011,0.0,0,1,0.0,0.8,0,0.23,0
S008,M012,0.0,0,0,0.0,1.0,1,0.2,0
S008,M013,0.0,0,1,0.0,1.0,0,0.25,0
S008,M014,0.6666666666666666,1,1,0.5,1.0,0,0.75,1
S008,M015,0.0,0,0,0.0,0.8,1,0.18000000000000002,0
S008,M016,0.0,0,1,0.0,1.0,0,0.25,0
S008,M017,0.0,0,1,0.0,1.0,1,0.35,0
S008,M018,0.0,0,1,0.5,0.8,0,0.28,0
S008,M019,0.0,0,1,0.0,1.0,0,0.25,0
S008,M020,0.0,0,0,0.0,1.0,1,0.2,0
S008,M021,0.0,0,1,0.0,0.8,0,0.23,0
S008,M022,0.6666666666666666,1,1,0.5,1.0,1,0.85,1
S008,M023,0.0,0,1,0.0,0.8,0,0.23,0
S008,M024,0.0,0,0,0.5,1.0,1,0.25,0
S008,M025,0.0,0,1,0.0,0.8,0,0.23,0
S008,M026,0.0,0,0,0.0,0.8,1,0.18000000000000002,0
S008,M027,0.0,0,1,0.0,0.8,0,0.23,0
S008,M028,0.0,0,1,0.5,1.0,1,0.4,0
S008,M029,0.0,0,1,0.0,0.8,0,0.23,0
S008,M030,0.0,0,0,0.0,0.6,1,0.16,0
S009,M001,0.6666666666666666,0,1,0.0,0.8,1,0.53,0
S009,M002,0.3333333333333333,0,1,0.0,0.6,0,0.31,0
S009,M003,0.6666666666666666,0,1,0.5,0.6,1,0.5599999999999999,0
S009,M004,0.0,0,1,0.0,0.8,0,0.23,0
S009,M005,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S009,M006,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S009,M007,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S009,M008,0.0,0,1,0.0,0.8,0,0.23,0
S009,M009,1.0,1,1,1.0,0.6,1,0.9600000000000001,1
S009,M010,0.6666666666666666,0,1,0.0,0.8,0,0.43,0
S009,M011,0.3333333333333333,0,1,0.0,0.6,1,0.41000000000000003,0
S009,M012,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S009,M013,0.3333333333333333,0,1,0.5,0.8,1,0.48,0
S009,M014,0.0,0,1,0.0,0.8,1,0.33,0
S009,M015,0.3333333333333333,0,0,0.0,0.6,0,0.15999999999999998,0
S009,M016,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S009,M017,0.6666666666666666,1,1,1.0,0.8,0,0.78,1
S009,M018,0.0,0,1,0.0,0.6,1,0.31,0
S009,M019,0.0,0,1,0.0,0.8,1,0.33,0
S009,M020,0.3333333333333333,0,0,0.0,0.8,0,0.18,0
S009,M021,0.3333333333333333,0,1,0.0,0.6,1,0.41000000000000003,0
S009,M022,0.0,0,1,0.0,0.8,0,0.23,0
S009,M023,0.6666666666666666,0,1,0.5,0.6,1,0.5599999999999999,0
S009,M024,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S009,M025,0.3333333333333333,0,1,0.0,0.6,1,0.41000000000000003,0
S009,M026,0.3333333333333333,0,0,0.0,0.6,0,0.15999999999999998,0
S009,M027,0.6666666666666666,1,1,1.0,0.6,1,0.86,1
S009,M028,0.0,0,1,0.0,0.8,0,0.23,0
S009,M029,0.0,0,1,0.0,0.6,1,0.31,0
S009,M030,0.3333333333333333,0,0,0.0,1.0,0,0.2,0
S010,M001,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S010,M002,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S010,M003,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S010,M004,0.0,0,1,0.0,1.0,1,0.35,0
S010,M005,0.3333333333333333,0,1,0.0,0.6,0,0.31,0
S010,M006,0.0,0,0,0.0,1.0,1,0.2,0
S010,M007,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S010,M008,0.0,0,1,0.0,1.0,1,0.35,0
S010,M009,0.6666666666666666,0,1,0.0,0.8,0,0.43,0
S010,M010,1.0,1,1,1.0,1.0,1,1.0,1
S010,M011,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S010,M012,0.0,0,0,0.0,1.0,1,0.2,0
S010,M013,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S010,M014,0.0,0,1,0.0,1.0,0,0.25,0
S010,M015,0.3333333333333333,0,0,0.0,0.8,1,0.28,0
S010,M016,0.3333333333333333,0,1,0.0,1.0,0,0.35,0
S010,M017,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S010,M018,0.0,0,1,0.0,0.8,0,0.23,0
S010,M019,0.0,0,1,0.0,1.0,0,0.25,0
S010,M020,0.3333333333333333,0,0,0.0,1.0,1,0.30000000000000004,0
S010,M021,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S010,M022,0.0,0,1,0.5,1.0,1,0.4,0
S010,M023,1.0,1,1,0.5,0.8,0,0.8300000000000001,1
S010,M024,0.0,0,0,0.0,1.0,1,0.2,0
S010,M025,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S010,M026,0.3333333333333333,0,0,0.0,0.8,1,0.28,0
S010,M027,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S010,M028,0.0,0,1,0.0,1.0,1,0.35,0
S010,M029,0.0,0,1,0.0,0.8,0,0.23,0
S010,M030,0.3333333333333333,0,0,0.0,0.6,1,0.26,0
S011,M001,0.3333333333333333,1,1,1.0,0.8,1,0.7799999999999999,1
S011,M002,0.3333333333333333,0,1,0.5,1.0,0,0.4,0
S011,M003,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S011,M004,0.0,0,1,0.0,0.8,0,0.23,0
S011,M005,0.3333333333333333,1,1,0.5,0.5,1,0.7000000000000001,1
S011,M006,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S011,M007,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S011,M008,0.0,0,1,0.0,0.8,0,0.23,0
S011,M009,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S011,M010,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S011,M011,1.0,0,1,1.0,1.0,1,0.7499999999999999,1
S011,M012,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S011,M013,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S011,M014,0.0,0,1,0.0,0.8,1,0.33,0
S011,M015,0.3333333333333333,0,0,0.5,1.0,0,0.25,0
S011,M016,0.3333333333333333,1,1,0.5,0.8,1,0.7300000000000001,1
S011,M017,0.0,0,1,0.0,0.8,0,0.23,0
S011,M018,0.0,0,1,0.0,1.0,1,0.35,0
S011,M019,0.0,0,1,0.0,0.8,1,0.33,0
S011,M020,0.3333333333333333,0,0,0.0,0.8,0,0.18,0
S011,M021,0.3333333333333333,1,1,1.0,1.0,1,0.7999999999999999,1
S011,M022,0.0,0,1,0.0,0.8,0,0.23,0
S011,M023,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S011,M024,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S011,M025,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S011,M026,0.3333333333333333,1,0,1.0,1.0,0,0.5499999999999999,0
S011,M027,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S011,M028,0.0,0,1,0.5,0.8,0,0.28,0
S011,M029,0.0,0,1,0.0,1.0,1,0.35,0
S011,M030,0.3333333333333333,0,0,0.5,0.5,0,0.2,0
S012,M001,0.0,0,0,0.0,1.0,0,0.1,0
S012,M002,0.3333333333333333,0,0,0.5,0.8,1,0.33,0
S012,M003,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S012,M004,0.6666666666666666,0,0,0.0,1.0,1,0.4,0
S012,M005,0.0,0,0,0.0,0.6,0,0.06,0
S012,M006,1.0,1,1,0.5,1.0,1,0.9500000000000001,1
S012,M007,0.0,0,0,0.0,1.0,0,0.1,0
S012,M008,0.0,0,0,0.0,1.0,1,0.2,0
S012,M009,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S012,M010,0.0,0,0,0.0,1.0,1,0.2,0
S012,M011,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S012,M012,1.0,1,1,1.0,1.0,1,1.0,1
S012,M013,0.0,0,0,0.0,1.0,0,0.1,0
S012,M014,0.0,0,0,0.0,1.0,0,0.1,0
S012,M015,0.0,0,0,0.5,0.8,1,0.23,0
S012,M016,0.0,0,0,0.0,1.0,0,0.1,0
S012,M017,0.0,0,0,0.0,1.0,1,0.2,0
S012,M018,0.3333333333333333,0,0,0.0,0.8,0,0.18,0
S012,M019,0.0,0,0,0.0,1.0,0,0.1,0
S012,M020,0.3333333333333333,1,1,1.0,1.0,1,0.7999999999999999,1
S012,M021,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S012,M022,0.0,0,0,0.0,1.0,1,0.2,0
S012,M023,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S012,M024,1.0,1,1,0.5,1.0,1,0.9500000000000001,1
S012,M025,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S012,M026,0.0,0,0,0.0,0.8,1,0.18000000000000002,0
S012,M027,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S012,M028,0.3333333333333333,0,0,0.0,1.0,1,0.30000000000000004,0
S012,M029,0.3333333333333333,0,0,0.0,0.8,0,0.18,0
S012,M030,0.0,0,0,0.5,0.6,1,0.21000000000000002,0
S013,M001,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S013,M002,0.3333333333333333,0,1,0.0,0.6,0,0.31,0
S013,M003,1.0,0,1,1.0,0.6,1,0.7099999999999999,1
S013,M004,0.0,0,1,0.0,0.8,0,0.23,0
S013,M005,0.3333333333333333,0,1,0.0,1.0,1,0.44999999999999996,0
S013,M006,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S013,M007,0.3333333333333333,1,1,0.5,0.8,1,0.7300000000000001,1
S013,M008,0.0,0,1,0.0,0.8,0,0.23,0
S013,M009,0.3333333333333333,0,1,0.5,0.6,1,0.45999999999999996,0
S013,M010,0.3333333333333333,0,1,0.0,0.8,0,0.33,0
S013,M011,0.3333333333333333,0,1,0.0,0.6,1,0.41000000000000003,0
S013,M012,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S013,M013,1.0,1,1,1.0,0.8,1,0.9800000000000001,1
S013,M014,0.0,0,1,0.0,0.8,1,0.33,0
S013,M015,0.3333333333333333,0,0,0.0,0.6,0,0.15999999999999998,0
S013,M016,0.3333333333333333,0,1,0.0,0.8,1,0.43000000000000005,0
S013,M017,0.0,0,1,0.5,0.8,0,0.28,0
S013,M018,0.0,0,1,0.0,0.6,1,0.31,0
S013,M019,0.0,1,1,0.0,0.8,1,0.5800000000000001,0
S013,M020,0.3333333333333333,0,0,0.0,0.8,0,0.18,0
S013,M021,0.3333333333333333,0,1,0.0,0.6,1,0.41000000000000003,0
S013,M022,0.0,0,1,0.0,0.8,0,0.23,0
S013,M023,0.3333333333333333,0,1,0.5,0.6,1,0.45999999999999996,0
S013,M024,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S013,M025,0.3333333333333333,0,1,0.5,0.6,1,0.45999999999999996,0
S013,M026,0.3333333333333333,0,0,0.0,0.6,0,0.15999999999999998,0
S013,M027,0.3333333333333333,0,1,0.5,0.6,1,0.45999999999999996,0
S013,M028,0.0,0,1,0.0,0.8,0,0.23,0
S013,M029,0.3333333333333333,0,1,0.5,0.6,1,0.45999999999999996,0
S013,M030,0.3333333333333333,0,0,0.0,1.0,0,0.2,0
S014,M001,0.0,0,1,0.0,0.8,1,0.33,0
S014,M002,0.0,0,1,0.0,0.6,0,0.21,0
S014,M003,0.0,0,1,0.0,0.6,1,0.31,0
S014,M004,0.0,0,1,0.5,0.8,0,0.28,0
S014,M005,0.0,0,1,0.5,1.0,1,0.4,0
S014,M006,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S014,M007,0.0,0,1,0.0,0.8,1,0.33,0
S014,M008,0.6666666666666666,1,1,0.5,0.8,0,0.73,1
S014,M009,0.0,0,1,0.0,0.6,1,0.31,0
S014,M010,0.0,0,1,0.0,0.8,0,0.23,0
S014,M011,0.0,0,1,0.0,0.6,1,0.31,0
S014,M012,0.0,0,0,0.0,0.8,0,0.08000000000000002,0
S014,M013,0.0,0,1,0.0,0.8,1,0.33,0
S014,M014,1.0,1,1,1.0,0.8,1,0.9800000000000001,1
S014,M015,0.0,0,0,0.0,0.6,0,0.06,0
